ID,LOSSAPPROVALID,REGISTNO,JIGOU,JIGOU_ID,BRAND_ID,BRAND_NAME,CATE_NAME,COMMON_NAME,COMMON_ID,POS_ID,POS_NAME,ORIGINALCODE,PARTSTANDARDCODE,CHANGFANGJIA,CHGCOMPSET,UNITPRICE,NEW_IS4S,DC,VERIFYFINALDATE,OPERATETIMEFORHIS
39800673,C2019210200000001052,RDDG320190000013650145,大连,2102,2494,上汽通用别克,凯越,引擎盖隔热垫,12012,13,前仓盖组件,9011805,20001,76.0,1,76.0,1,59,2019-04-02,2019-04-02
39800674,C2019210200000001052,RDDG320190000013650145,大连,2102,2494,上汽通用别克,凯越,前雾灯框（右）,16024,54,前照灯,9023293,101038,44.0,1,44.0,1,59,2019-04-02,2019-04-02
39800675,C2019210200000001052,RDDG320190000013650145,大连,2102,2494,上汽通用别克,凯越,前大灯（右）,12280,54,前照灯,9007517,101000,884.0,1,884.0,1,59,2019-04-02,2019-04-02
39800676,C2019210200000001052,RDDG320190000013650145,大连,2102,2494,上汽通用别克,凯越,空气谐震器,11280,45,进气净化件,9006475,302035,177.0,1,177.0,1,59,2019-04-02,2019-04-02
39800677,C2019210200000001052,RDDG320190000013650145,大连,2102,2494,上汽通用别克,凯越,引擎盖,12006,13,前仓盖组件,90926867,20000,2080.0,1,2080.0,1,59,2019-04-02,2019-04-02
39800678,C2019210200000001052,RDDG320190000013650145,大连,2102,2494,上汽通用别克,凯越,前大灯（左）,14542,54,前照灯,9007516,100000,884.0,1,884.0,1,59,2019-04-02,2019-04-02
39800679,C2019210200000001052,RDDG320190000013650145,大连,2102,2494,上汽通用别克,凯越,前保险杠,14812,20,前保险杠,90799321,0,715.0,1,715.0,1,59,2019-04-02,2019-04-02
39802323,C2019210200340004478,RDDC320190000013928723,大连,2102,3294,东风,景逸,前叶子板轮眉（右）,13664,26,前叶子板组件,B11-5512110,40005,56.0,2,40.0,0,59,2019-04-22,2019-04-22
39802324,C2019210200340004478,RDDC320190000013928723,大连,2102,3294,东风,景逸,前大灯（右）,12280,54,前照灯,BX5A-4121010,101000,931.0,2,185.0,0,59,2019-04-22,2019-04-22
39802557,C2019210200340003654,RDDC320190000013775400,大连,2102,1419,长安,天语SX4两厢,前叶子板内衬（右）,13668,26,前叶子板组件,72321D56K00C000,40011,58.0,1,58.0,1,59,2019-04-04,2019-04-04
39802558,C2019210200340003654,RDDC320190000013775400,大连,2102,1419,长安,天语SX4两厢,前保险杠支架（右）,14956,20,前保险杠,7173156K40000,71,14.0,1,14.0,1,59,2019-04-04,2019-04-04
39802559,C2019210200340003654,RDDC320190000013775400,大连,2102,1419,长安,天语SX4两厢,前挡风玻璃雨刮水壶,12070,21,前风挡/雨刮,3840056K10000,30033,108.0,1,108.0,1,59,2019-04-04,2019-04-04
39802560,C2019210200340003654,RDDC320190000013775400,大连,2102,1419,长安,天语SX4两厢,前叶子板轮眉（右）,13664,26,前叶子板组件,7721080J005PK,40005,90.0,1,90.0,1,59,2019-04-04,2019-04-04
39802561,C2019210200340003654,RDDC320190000013775400,大连,2102,1419,长安,天语SX4两厢,前雾灯（右）,12309,54,前照灯,3550156K10000,101035,287.0,1,287.0,1,59,2019-04-04,2019-04-04
39802562,C2019210200340003654,RDDC320190000013775400,大连,2102,1419,长安,天语SX4两厢,前大灯（右）,12280,54,前照灯,3510056K40000,101000,917.0,1,917.0,1,59,2019-04-04,2019-04-04
39802563,C2019210200340003654,RDDC320190000013775400,大连,2102,1419,长安,天语SX4两厢,前保险杠,14812,20,前保险杠,7171156K40ZXA,0,770.0,1,624.0,1,59,2019-04-04,2019-04-04
39807227,C2019210200340004562,RDDC320190000013945813,大连,2102,3742,东风日产,天籁,行李箱盖装饰条,10957,27,后盖/门组件,848103TS0B,80030,671.0,3,550.0,0,59,2019-04-28,2019-04-28
39807228,C2019210200340004562,RDDC320190000013945813,大连,2102,3742,东风日产,天籁,尾灯（右）,14457,52,后照灯,265503TS0B,103000,1391.0,3,1180.0,0,59,2019-04-28,2019-04-28
39807229,C2019210200340004562,RDDC320190000013945813,大连,2102,3742,东风日产,天籁,后保险杠,10848,14,后保险杠,850223TS2H,1001,1193.0,3,1180.0,0,59,2019-04-28,2019-04-28
39807248,C2019210200340003796,RDDG320190000013804919,大连,2102,1708,上汽大众,桑塔纳志俊,前大灯（左）,14542,54,前照灯,33D941043C,100000,582.0,2,200.0,0,59,2019-04-04,2019-04-04
39810169,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前挡风玻璃雨刮水壶,12070,21,前风挡/雨刮,5207400XKZ36A,30033,337.0,2,95.0,0,59,2019-04-20,2019-04-21
39810170,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,变速箱总成,14648,31,变速箱,1500100XKZ13A,310000,21714.0,2,7500.0,0,59,2019-04-20,2019-04-21
39810171,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,发动机支架（左）,15662,44,发动机支架/垫,1001110XKZ08A,320003,123.0,2,75.0,0,59,2019-04-20,2019-04-21
39810172,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,发动机支架,10486,44,发动机支架/垫,1001300AKZ08A,320002,145.0,2,80.0,0,59,2019-04-20,2019-04-21
39810173,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,轮胎,10412,33,车轮/备胎,3106101BKZ16A,230005,945.0,2,640.0,0,59,2019-04-20,2019-04-21
39810174,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,钢圈,10402,33,车轮/备胎,3113200CKZ16A,230000,712.0,2,360.0,0,59,2019-04-20,2019-04-21
39810175,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前稳定杆拉杆（左）,16027,38,前悬架组件,2906140XKZ09A,250014,81.0,2,50.0,0,59,2019-04-20,2019-04-21
39810176,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,ABS前轮传感器（左）,14965,39,制动组件,3550300XKZ16A,240170,78.0,2,45.0,0,59,2019-04-20,2019-04-21
39810177,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,转向横拉杆球头（左）,12687,41,转向机构组件,3411130XKZ16A,220011,120.0,2,75.0,0,59,2019-04-20,2019-04-21
39810178,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前轮毂轴承（左）,13862,38,前悬架组件,3103200XKZ16A,230014,198.0,2,65.0,0,59,2019-04-20,2019-04-21
39810179,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前转向节（左）,12250,38,前悬架组件,3001101XKZ16A,201000,558.0,2,240.0,0,59,2019-04-20,2019-04-21
39810180,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前下摆臂（左）,14049,38,前悬架组件,2904100XKZ36A,201006,489.0,2,365.0,0,59,2019-04-20,2019-04-21
39810181,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前减震器（左）,14021,38,前悬架组件,2905110XKZ16A,201009,380.0,2,230.0,0,59,2019-04-20,2019-04-21
39810182,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前叶子板内衬（左）,13667,26,前叶子板组件,5512110XKZ36A,41011,75.0,2,45.0,0,59,2019-04-20,2019-04-21
39810183,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前叶子板（左）,13657,26,前叶子板组件,8403100XKZ36A,41000,529.0,2,325.0,0,59,2019-04-20,2019-04-21
39810184,C2019210200340003141,RDDG320190000013568149,大连,2102,3255,长城,哈弗H6,前保险杠,14812,20,前保险杠,2803101AKZ16A,0,805.0,2,480.0,0,59,2019-04-20,2019-04-21
39811974,C2019210200000001309,RDDC320190000013777030,大连,2102,1419,长安,长安,前大灯（右）,12280,54,前照灯,3772020U02,101000,910.0,3,780.0,0,59,2019-04-01,2019-04-03
39811975,C2019210200000001309,RDDC320190000013777030,大连,2102,1419,长安,长安,前保险杠,14812,20,前保险杠,2803100U12AA,0,840.0,3,650.0,0,59,2019-04-01,2019-04-03
39811976,C2019210200000001309,RDDC320190000013777030,大连,2102,1419,长安,长安,前雾灯（右）,12309,54,前照灯,3772040U02,101035,350.0,3,245.0,0,59,2019-04-01,2019-04-03
39811977,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,尾灯（内右）,15835,52,后照灯,7310002BAC0000L04,104000,365.0,3,310.0,0,59,2019-04-11,2019-04-11
39811978,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,尾灯（外右）,15833,52,后照灯,7305002BAC0000L04,103011,498.0,3,420.0,0,59,2019-04-11,2019-04-11
39811979,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后侧围内饰板（左上）,10259,10,侧围组件,0A1063,0A1063,,3,780.0,0,59,2019-04-11,2019-04-11
39811980,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后字标,15397,27,后盖/门组件,7120013BAC0000,80036,20.0,3,15.0,0,59,2019-04-11,2019-04-11
39811981,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后字标,15397,27,后盖/门组件,7120007BACF000L03,80035,23.0,3,15.0,0,59,2019-04-11,2019-04-11
39811982,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后徽标,10907,27,后盖/门组件,7120003BAC0000,80034,25.0,3,20.0,0,59,2019-04-11,2019-04-11
39811983,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱盖装饰条（上）,10948,27,后盖/门组件,7165006BAC0100L03,80032,342.0,3,290.0,0,59,2019-04-11,2019-04-11
39811984,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱盖锁机构,13705,27,后盖/门组件,5630003BAC0000,80021,145.0,3,120.0,0,59,2019-04-11,2019-04-11
39811985,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱盖撑杆,15142,27,后盖/门组件,5830004BAC0000,80018,79.0,3,65.0,0,59,2019-04-11,2019-04-11
39811986,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱盖,13700,27,后盖/门组件,5220004BAC0000A00,80000,2168.0,3,2040.0,0,59,2019-04-11,2019-04-11
39811987,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后叶子板（左）,10278,10,侧围组件,0A1083,0A1083,,3,4950.0,0,59,2019-04-11,2019-04-11
39811988,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后纵梁（左）,15608,62,车身底板组件,4030061BAC0000A00,0A1126,1532.0,3,1300.0,0,59,2019-04-11,2019-04-11
39811989,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后叶子板内衬（左）,10282,10,侧围组件,7135061BAC0000,0A1088,124.0,3,105.0,0,59,2019-04-11,2019-04-11
39811990,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后窗台板,10931,61,后围组件,6240003BAC0000M01,0A3026,678.0,3,575.0,0,59,2019-04-11,2019-04-11
39811991,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱内饰板（左）,17569,27,后盖/门组件,6235003BAC0000M07,0A3024,288.0,3,240.0,0,59,2019-04-11,2019-04-11
39811992,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,尾灯（外左）,15832,52,后照灯,7305001BAC0000L04,102012,498.0,3,420.0,0,59,2019-04-11,2019-04-11
39811993,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠支架（右）,14954,14,后保险杠,7106002BAC0000,1066,22.0,3,15.0,0,59,2019-04-11,2019-04-11
39811994,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠支架（左）,14953,14,后保险杠,7106001BAC0000,1065,22.0,3,15.0,0,59,2019-04-11,2019-04-11
39811995,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠支架,14957,14,后保险杠,7106008BAC0000,1064,48.0,3,40.0,0,59,2019-04-11,2019-04-11
39811996,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠骨架,10857,14,后保险杠,4030096BAC0000A00,1055,527.0,3,470.0,0,59,2019-04-11,2019-04-11
39811997,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠泡沫内衬,15029,14,后保险杠,7106009BAC0000,1046,196.0,3,165.0,0,59,2019-04-11,2019-04-11
39811998,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠电眼,15253,14,后保险杠,8535008BAC0000A14,1039,164.0,3,135.0,0,59,2019-04-11,2019-04-11
39811999,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠反射器（右）,13358,14,后保险杠,7315002BAC0000,1029,15.0,3,10.0,0,59,2019-04-11,2019-04-11
39812000,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠反射器（左）,10855,14,后保险杠,7315001BAC0000,1028,15.0,3,10.0,0,59,2019-04-11,2019-04-11
39812001,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后保险杠,10848,14,后保险杠,7106004BAC0000,1001,1225.0,3,1040.0,0,59,2019-04-11,2019-04-11
39812002,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱后内饰板,10962,27,后盖/门组件,6235017BAC0000M07,0A3023,186.0,3,155.0,0,59,2019-04-11,2019-04-11
39812003,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱前内饰板,10963,27,后盖/门组件,6235014BAC0000M07,0A3020,145.0,3,120.0,0,59,2019-04-11,2019-04-11
39812004,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,行李箱地毯,13692,28,车身内饰件,6235013BAC0000M07,0A3019,387.0,3,325.0,0,59,2019-04-11,2019-04-11
39812005,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后地板,11103,62,车身底板组件,4030006BAC0000A00,0A3016,3097.0,3,2630.0,0,59,2019-04-11,2019-04-11
39812006,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后围板,11112,61,后围组件,4030079BACF000A00,0A3005,2237.0,3,1900.0,0,59,2019-04-11,2019-04-11
39812007,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,尾灯线束（左）,15925,55,开关/电脑/电器,7305001BACS030,104026,78.0,3,65.0,0,59,2019-04-11,2019-04-11
39812008,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后牌照灯,11174,52,后照灯,7320001BAC0000,104014,22.0,3,15.0,0,59,2019-04-11,2019-04-11
39812009,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后牌照灯,11174,52,后照灯,7320001BAC0000,104013,22.0,3,15.0,0,59,2019-04-11,2019-04-11
39812010,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,尾灯（内左）,15834,52,后照灯,7310001BAC0000L04,104001,365.0,3,310.0,0,59,2019-04-11,2019-04-11
39812011,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后叶子板内衬（右）,13297,10,侧围组件,7135062BAC0100,0A0086,124.0,3,105.0,0,59,2019-04-11,2019-04-11
39812012,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,钢圈,10402,33,车轮/备胎,3110010BAC0100,230000,281.0,3,235.0,0,59,2019-04-11,2019-04-11
39812013,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,后横拉杆（左）,13905,35,后悬架组件,3620024BAC0000,211007,138.0,3,120.0,0,59,2019-04-11,2019-04-11
39812014,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,排气管后隔热罩,14400,48,排气净化件,2230008BAC0000,303065,115.0,3,95.0,0,59,2019-04-11,2019-04-11
39812015,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,排气管后段,11820,48,排气净化件,2210019BAC0000,303012,1384.0,3,1175.0,0,59,2019-04-11,2019-04-11
39812016,C2019210211110000142,RDDG320190000013505872,大连,2102,1196,广汽乘用车,传祺GA5,排气管中段,11852,48,排气净化件,2210017BAC0000,303011,2127.0,3,1805.0,0,59,2019-04-11,2019-04-11
39810833,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,空气滤清器总成,17337,45,进气净化件,L81313320C,302021,733.0,2,60.0,0,59,2019-04-29,2019-04-29
39810834,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,水箱框架,16615,25,前部骨架组件,GJ6A53110D,50028,603.0,2,130.0,0,59,2019-04-29,2019-04-29
39810835,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,前保险杠格栅（中下）,17246,20,前保险杠,GR1R501T1C,33,176.0,2,45.0,0,59,2019-04-29,2019-04-29
39810836,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,前大灯（左）,14542,54,前照灯,GJYA510L0B,100000,1613.0,2,550.0,0,59,2019-04-29,2019-04-29
39810837,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,轮胎,10412,33,车轮/备胎,9062445706,230005,1566.0,2,280.0,0,59,2019-04-29,2019-04-29
39810838,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,前叶子板内衬（左）,13667,26,前叶子板组件,G22E56140D,41011,365.0,2,110.0,0,59,2019-04-29,2019-04-29
39810839,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,前保险杠支架（左）,14955,20,前保险杠,GJ6A50E12C,70,24.0,2,5.0,0,59,2019-04-29,2019-04-29
39810840,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,前保险杠,14812,20,前保险杠,G22E50031GBB,0,2350.0,2,345.0,0,59,2019-04-29,2019-04-29
39810841,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,前叶子板固定架（左）,13669,26,前叶子板组件,GJ6A52240C,41012,29.0,2,20.0,0,59,2019-04-29,2019-04-29
39810842,C2019210200340004638,RDDC320190000013966442,大连,2102,1188,一汽马自达,马自达6,前叶子板（左）,13657,26,前叶子板组件,GJ6A52211,41000,599.0,2,170.0,0,59,2019-04-29,2019-04-29
39833541,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,水箱导流板（右）,17380,46,冷却系组件,165930Y100,301063,121.0,1,109.0,1,59,2019-04-02,2019-04-02
39833542,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,水箱导流板（左）,17379,46,冷却系组件,165950Y090,301062,140.0,1,126.0,1,59,2019-04-02,2019-04-02
39833543,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,水箱导流板（上）,17377,46,冷却系组件,165940Y030,50033,252.0,1,227.0,1,59,2019-04-02,2019-04-02
39833544,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,前徽标,12030,13,前仓盖组件,7531102170,10004,138.0,1,124.0,1,59,2019-04-02,2019-04-02
39833545,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,中网,12652,19,中网格栅,5310002C30,10000,411.0,1,370.0,1,59,2019-04-02,2019-04-02
39833546,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,前保险杠泡沫内衬,11957,20,前保险杠,5261102460,58,202.0,1,181.0,1,59,2019-04-02,2019-04-02
39833547,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,前保险杠骨架,11944,20,前保险杠,5202102280,69,450.0,1,405.0,1,59,2019-04-02,2019-04-02
39833548,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,前大灯（右）,12280,54,前照灯,8111002P80,101000,1412.0,1,1270.0,1,59,2019-04-02,2019-04-02
39833549,C2019210200340003290,RDDG320190000013712729,大连,2102,2432,一汽丰田,卡罗拉,前大灯（左）,14542,54,前照灯,8115002P80,100000,1412.0,1,1270.0,1,59,2019-04-02,2019-04-02
39835161,C2019210200340003578,RDDG320190000013767336,大连,2102,1485,广汽丰田,逸致,前叶子板后内衬（左）,17935,26,前叶子板组件,538280F030,41014,39.0,1,39.0,1,59,2019-04-01,2019-04-01
39835162,C2019210200340003578,RDDG320190000013767336,大连,2102,1485,广汽丰田,逸致,前大灯罩（左）,14543,54,前照灯,811700F131,100003,800.0,1,800.0,1,59,2019-04-01,2019-04-01
39835163,C2019210200340003578,RDDG320190000013767336,大连,2102,1485,广汽丰田,逸致,前叶子板内衬（左）,13667,26,前叶子板组件,538760F030,41011,558.0,1,558.0,1,59,2019-04-01,2019-04-01
39835164,C2019210200340003578,RDDG320190000013767336,大连,2102,1485,广汽丰田,逸致,前叶子板（左）,13657,26,前叶子板组件,538120F030,41000,748.0,1,748.0,1,59,2019-04-01,2019-04-01
39836947,C2019210200000001355,RDDC320190000013783620,大连,2102,1400,进口沃尔沃,沃尔沃S60L,后保险杠骨架支架（右）,15468,14,后保险杠,31364379,1062,194.0,1,194.0,1,59,2019-04-07,2019-04-07
39836948,C2019210200000001355,RDDC320190000013783620,大连,2102,1400,进口沃尔沃,沃尔沃S60L,后保险杠电眼,15253,14,后保险杠,31445162,1039,503.0,1,503.0,1,59,2019-04-07,2019-04-07
39837723,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,中网,12652,19,中网格栅,T118401050PQ,10000,426.0,1,319.5,,59,2019-04-14,2019-04-23
39837724,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前保险杠骨架,11944,20,前保险杠,T112803000WDDY,69,299.0,1,224.25,,59,2019-04-14,2019-04-23
39837725,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前保险杠格栅（下）,11966,20,前保险杠,T118401510,30,93.0,1,69.75,,59,2019-04-14,2019-04-23
39837726,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前保险杠,14812,20,前保险杠,T112803011PFDQ,0,662.0,1,496.5,,59,2019-04-14,2019-04-23
39837727,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前大灯（右）,12280,54,前照灯,T113772020CA,101000,735.0,1,551.25,,59,2019-04-14,2019-04-23
39837728,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,后门饰条（右）,15497,17,后门组件,T116208462,74000,51.0,1,38.25,,59,2019-04-14,2019-04-23
39837729,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,倒车镜总成（右）,17351,18,后视镜组件,T118202020PQDQ,62000,438.0,1,328.5,,59,2019-04-14,2019-04-23
39837730,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前下摆臂（右）,14050,38,前悬架组件,T112909020BA,200007,363.0,1,272.25,,59,2019-04-14,2019-04-23
39837731,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前叶子板内衬（右）,13668,26,前叶子板组件,T113102160PQ,40011,82.0,1,61.5,,59,2019-04-14,2019-04-23
39837732,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前叶子板（右）,13658,26,前叶子板组件,T118403702DY,40000,494.0,1,370.5,,59,2019-04-14,2019-04-23
39837733,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,引擎盖,12006,13,前仓盖组件,T118402010DY,20000,2200.0,1,1650.0,,59,2019-04-14,2019-04-23
39837734,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前雾灯（右）,12309,54,前照灯,M113732020,101035,196.0,1,147.0,,59,2019-04-14,2019-04-23
39837735,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前转向节（右）,14053,38,前悬架组件,T113001012BA,200001,297.0,1,222.75,,59,2019-04-14,2019-04-23
39837736,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,发动机前支架胶,15661,44,发动机支架/垫,T111001510LA,320021,55.0,1,41.25,,59,2019-04-14,2019-04-23
39837737,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,发动机后支架（右）,14234,44,发动机支架/垫,T111001310,320014,116.0,1,87.0,,59,2019-04-14,2019-04-23
39837738,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,发动机托梁,14221,44,发动机支架/垫,T112801010BS,320000,179.0,1,134.25,,59,2019-04-14,2019-04-23
39837739,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,轮胎,10412,33,车轮/备胎,T113100030BK,230005,661.0,1,495.75,,59,2019-04-14,2019-04-23
39837740,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,钢圈,10402,33,车轮/备胎,T113100020AF,230000,752.0,1,564.0,,59,2019-04-14,2019-04-23
39837741,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前稳定杆支架（右）,17159,38,前悬架组件,T112906017,250017,5.0,1,3.75,,59,2019-04-14,2019-04-23
39837742,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前减震器（右）,14022,38,前悬架组件,T112905020,200010,390.0,1,292.5,,59,2019-04-14,2019-04-23
39837743,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,引擎盖锁（下）,18999,13,前仓盖组件,T118402053,20023,20.0,1,15.0,,59,2019-04-14,2019-04-23
39837744,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,冷凝器,11651,53,冷暖通风组件,T118105010BE,120008,971.0,1,728.25,,59,2019-04-14,2019-04-23
39837745,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,水箱,11702,46,冷却系组件,T111301110,301000,480.0,1,360.0,,59,2019-04-14,2019-04-23
39837746,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,发动机下护板（右）,15652,43,发动机组件,T113102513,300186,35.0,1,26.25,,59,2019-04-14,2019-04-23
39837747,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前挡风玻璃雨刮水壶,12070,21,前风挡/雨刮,T115207113,30033,93.0,1,69.75,,59,2019-04-14,2019-04-23
39837748,C2019210200000001456,RDDC320190000013828676,大连,2102,2114,奇瑞,瑞虎3,前大灯（左）,14542,54,前照灯,T113772010CA,100000,735.0,1,551.25,,59,2019-04-14,2019-04-23
39815281,C2019210200340004321,RDDG320190000013897834,大连,2102,1981,北京现代,现代ix35,前保险杠,14812,20,前保险杠,865112Z000,0,936.0,1,702.0,0,59,2019-04-18,2019-04-18
